id,city,street,number,building,block,km,estate,additional,phone
SDEK_TOM4,Томск,1-я Рабочая улица,8,,,,,"
 Адрес от СДЭКА: ул. 1-я Рабочая, 8
 Инструкция от СДЭКА: 1-я Рабочая",+7(382)2609080
SDEK_IRK31,Иркутск,улица Декабрьских Событий,125,,,,,"
 Адрес от СДЭКА: ул. Декабрьских Событий, 125
 Инструкция от СДЭКА: 1-я Советская",+7(984)2705951
SDEK_YEKB124,Екатеринбург,улица Ткачей,21,,,,,"
 Адрес от СДЭКА: ул. Ткачей, 21
 Инструкция от СДЭКА: ЦПКиО",+7(800)7753553
SDEK_YEKB106,Екатеринбург,Таватуйская улица,14,,,,,"
 Адрес от СДЭКА: ул. Таватуйская, 14
 Инструкция от СДЭКА: ул. Надеждинская",+7(800)7753553
SDEK_MSK300,Москва,Нижний Сусальный переулок,5,,,,,"
 Адрес от СДЭКА: Нижний Сусальный переулок, 5 стр.1, помещение 23
 Инструкция от СДЭКА: Курская",+7(968)7999585
SDEK_SBZH2,Себеж,Пролетарская улица,39,,,,,"
 Адрес от СДЭКА: ул. Пролетарская, 39
 Инструкция от СДЭКА: Площадь им. В.И.Ленина",+7(911)8913075
SDEK_YEKB64,Екатеринбург,улица Тверитина,19,,,,,"
 Адрес от СДЭКА: ул. Тверитина, 19
 Инструкция от СДЭКА: «Площадь Обороны»",+7(343)3857501
SDEK_ZLN20,Зеленоград,,,,1649,,,"
 Адрес от СДЭКА: Зеленоград, к1649
 Инструкция от СДЭКА: Пенсионный фонд",+7(800)7753553
SDEK_SPB57,Санкт-Петербург,проспект Просвещения,104,,,,,"
 Адрес от СДЭКА: пр-т Просвещения, 104
 Инструкция от СДЭКА: Пр-т Просвещения, 106",+7(911)9296066
SDEK_ARX4,Архангельск,улица Свободы,53,,,,,"
 Адрес от СДЭКА: ул. Свободы, 53
 Инструкция от СДЭКА: Новгородский пр-т",+7(818)2202000
SDEK_MSK71,Москва,Юрловский проезд,14,,4,,,"
 Адрес от СДЭКА: пр. Юрловский, 14, корп.4, 8
 Инструкция от СДЭКА: Универсам",+7(499)1745161
SDEK_NKZ19,Новокузнецк,улица Ленина,2,,,,,"
 Адрес от СДЭКА: ул. Ленина, 2
 Инструкция от СДЭКА: Советская площадь",+7(800)7753553
SDEK_ZRS1,Заринск,проспект Строителей,25/1,,,,,"
 Адрес от СДЭКА: пр-т Строителей, 25/1
 Инструкция от СДЭКА: Сбербанк",+7(923)7282220
SDEK_NN69,Нижний Новгород,улица Белинского,63,,,,,"
 Адрес от СДЭКА: ул. Белинского, 63
 Инструкция от СДЭКА: ул. Полтавская",+7(800)7753553
SDEK_KZN11,Казань,улица Копылова,3,,,,,"
 Адрес от СДЭКА: ул. Копылова, 3/1
 Инструкция от СДЭКА: Авиастроительная",+7(904)7696979
SDEK_KZL2,Кызыл,улица Калинина,108,,,,,"
 Адрес от СДЭКА: ул. Калинина, 108а
 Инструкция от СДЭКА: 45 Магазин",+7(394)2250044
SDEK_VLK12,Владивосток,Русская улица,27Д,,,,,"
 Адрес от СДЭКА: ул. Русская, 27Д, лит. А
 Инструкция от СДЭКА: Ост.Русская, ост. 2-я Речка, ост.Кутузова",+7(423)2243854
SDEK_SPB447,Санкт-Петербург,Индустриальный проспект,27,,,,,"
 Адрес от СДЭКА: пр-т. Индустриальный, 27
 Инструкция от СДЭКА: Индустриальный пр-т (пр-т Энтузиастов)",+7(800)7753553
SDEK_LPTS7,Липецк,улица Катукова,43,,,,,"
 Адрес от СДЭКА: ул. Катукова, 43
 Инструкция от СДЭКА: «Кривенкова»",+7(900)6005250
SDEK_ISHI5,Ишим,улица 8 Марта,29,,,,,"
 Адрес от СДЭКА: ул. 8 Марта, 29
 Инструкция от СДЭКА: Дом культуры и Техникум",+7(908)8670670
SDEK_ANP10,Анапа,Терская улица,76А,,,,,"
 Адрес от СДЭКА: ул.Терская, 76а
 Инструкция от СДЭКА: Астраханская",+7(918)0586810
SDEK_ORS2,Орск,проезд Металлургов,6А,,,,,"
 Адрес от СДЭКА: пр. Металлургов, 6а
 Инструкция от СДЭКА: Площадь Комсомольская, Нефтяников",+7(353)7299111
SDEK_ZLN6,Зеленоградский административный округ,площадь Юности,3,,,,,"
 Адрес от СДЭКА: Площадь Юности, 3
 Инструкция от СДЭКА: Улица Юности, Кинотеатр Электрон",+7(903)6788222
SDEK_MUR16,Мурманск,улица Радищева,2,,,,,"
 Адрес от СДЭКА: ул. Радищева,, 2
 Инструкция от СДЭКА: Улица Радищева",+7(800)7753553
SDEK_MSK303,Москва,улица Академика Анохина,60,,,,,"
 Адрес от СДЭКА: ул. Академика Анохина, 60, пом. № XIII
 Инструкция от СДЭКА: ул. Академика Анохина",+7(985)0513571
SDEK_MSK575,Москва,Автозаводская улица,18,,,,,"
 Адрес от СДЭКА: ул. Автозаводская, 18
 Инструкция от СДЭКА: ТЦ Ривьера",+7(800)7753553
SDEK_KPV3,село Эсто-Садок,,3,,,,,"
 Адрес от СДЭКА: ул.Эстонская, 3
 Инструкция от СДЭКА: Мегафон",+7(918)1092877
SDEK_AFI1,посёлок городского типа Афипский,улица Ленина,147,,,,,"
 Адрес от СДЭКА: Улица Ленина, 149
 Инструкция от СДЭКА: Суворова",+7(928)2734614
SDEK_SPB489,Санкт-Петербург,проспект Героев,18,,,,,"
 Адрес от СДЭКА: пр-т. Героев, 18
 Инструкция от СДЭКА: Ленинский проспект (проспект Героев)",+7(800)7753553
SDEK_YARS18,Ярославль,Большая Октябрьская улица,124/15,,,,,"
 Адрес от СДЭКА: УЛ. БОЛЬШАЯ ОКТЯБРЬСКАЯ, 124/15
 Инструкция от СДЭКА: ул. Большая Октябрьская",+7(930)1292001
SDEK_KAR3,Карабаново,улица Победы,5,,,,,"
 Адрес от СДЭКА: ул. Победы, 5А
 Инструкция от СДЭКА: Магазин №27",+7(960)7229930
SDEK_SPB49,Санкт-Петербург,проспект Металлистов,116,,1,,,"
 Адрес от СДЭКА: пр-т Металлистов, 116, корп. 1, пом. 8-Н
 Инструкция от СДЭКА: Пр. Металлистов / Замшина ул.",+7(812)4673660
SDEK_MSK457,Москва,улица Маршала Катукова,25,,,,,"
 Адрес от СДЭКА: ул. Маршала Катукова, 25
 Инструкция от СДЭКА: ул. Маршала Катукова",+7(800)7753553
SDEK_BLSH12,Балашиха,Горенский бульвар,5,,,,,"
 Адрес от СДЭКА: б-р. Горенский, 5, пом. 14, 15,16
 Инструкция от СДЭКА: Горенский бульвар",+7(916)6061959
SDEK_YANN4,городской посёлок Янино-1,Шоссейная улица,57,,,,,"
 Адрес от СДЭКА: ул. Шоссейная, 57
 Инструкция от СДЭКА: Военный городок",+7(800)7753553
SDEK_KST16,Кстово,площадь Мира,6,,,,,"
 Адрес от СДЭКА: пл. Мира, 6
 Инструкция от СДЭКА: Площадь Мира",+7(991)3938835
SDEK_SPB384,Санкт-Петербург,Вербная улица,12,,1,,,"
 Адрес от СДЭКА: ул. Вербная, 12, корп. 1
 Инструкция от СДЭКА: Земский пер. (ул. Вербная)",+7(800)7753553
SDEK_SPB26,Санкт-Петербург,Комендантский проспект,4,,2,,,"
 Адрес от СДЭКА: пр-т Комендантский, 4, корп.2, лит.А 
 Инструкция от СДЭКА: Комендантский проспект",+7(812)3747424
SDEK_RND70,Ростов-на-Дону,улица Менжинского,4Е,,,,,"
 Адрес от СДЭКА: ул. Менжинского, 4Е
 Инструкция от СДЭКА: Главная проходная завода Ростсельмаш",+7(863)2098085
SDEK_KMN5,Камень-на-Оби,улица Ленина,72Б,,,,,"
 Адрес от СДЭКА: ул. Ленина, 72Б
 Инструкция от СДЭКА: Пенсионный фонд",+7(900)1632353
SDEK_MSK764,Москва,Ломоносовский проспект,11/70,,,,,"
 Адрес от СДЭКА: пр-т. Ломоносовский, 11/70
 Инструкция от СДЭКА: пр-т. Ленинский",+7(800)7753553
SDEK_TLT22,Тольятти,улица 40 лет Победы,43Д,,,,,"
 Адрес от СДЭКА: 40 ЛЕТ ПОБЕДЫ, 43д
 Инструкция от СДЭКА: 14й квартал",+7(987)8194030
SDEK_ODN17,Одинцово,улица Свободы,1,,,,,"
 Адрес от СДЭКА: ул. Свободы, 1
 Инструкция от СДЭКА: Станция Одинцово",+7(800)7753553
SDEK_KAN6,Кандалакша,Советская улица,2А,,,,,"
 Адрес от СДЭКА: ул. Советская, 2-а
 Инструкция от СДЭКА: улица Советская (210 м), автовокзал (250 м)",+7(921)2777695
SDEK_CHRP7,Череповец,улица Краснодонцев,22,,,,,"
 Адрес от СДЭКА: ул. Краснодонцев, 22
 Инструкция от СДЭКА: Остановка автобуса №12,3- Краснодонцев, Остановка",+7(820)2490706
SDEK_ASHA2,Аша,улица Ленина,14,,,,,"
 Адрес от СДЭКА: ул. Ленина, 14
 Инструкция от СДЭКА: остановка Рынок",+7(996)6913895
SDEK_YELTS3,Елец,Радиотехническая улица,1А,,,,,"
 Адрес от СДЭКА: ул. Радиотехническая, 1А
 Инструкция от СДЭКА: Сквер Харченко",+7(800)7753553
SDEK_KDM1,Кудымкар,улица 50 лет Октября,22,,,,,"
 Адрес от СДЭКА: ул. 50 лет Октября, 22
 Инструкция от СДЭКА: Площадь",+7(342)6048242
SDEK_NCHL20,Набережные Челны,проспект Фоменко,74,,,,,"
 Адрес от СДЭКА: пр. В.Фоменко, 74, офис №3
 Инструкция от СДЭКА: Замелекесье",+7(917)2548307
SDEK_SPB251,Санкт-Петербург,Взлётная улица,11,,2,,,"
 Адрес от СДЭКА: ул. Взлетная, 11, корп. 2
 Инструкция от СДЭКА: Сквер имени Викентия Грязнова",+7(800)7753553
SDEK_SM1,Семёнов,улица 50 лет Октября,9,,,,,"
 Адрес от СДЭКА: ул. 50 Лет Октября, 9
 Инструкция от СДЭКА: Центральный рынок.",+7(904)9212501
SDEK_KSK7,Красноярск,улица Мате Залки,7,,,,,"
 Адрес от СДЭКА: ул. Мате Залки, 7, 335
 Инструкция от СДЭКА: ул. Шумяцкого, ТК ""Махаон"" , 11-й микрорайон",+7(391)2950357
SDEK_NOV5,Новомичуринск,микрорайон Д,1Д,,,,,"
 Адрес от СДЭКА: мкр. Д, 1Д
 Инструкция от СДЭКА: Пр-т Смирягина",+7(910)6346141
SDEK_SAM65,село Самарское,улица Карла Маркса,137,,,,,"
 Адрес от СДЭКА: ул. Карла Маркса, 137
 Инструкция от СДЭКА: Автовокзал",+7(918)5783937
SDEK_GRG3,Георгиевск,улица Пушкина,33,,,,,"
 Адрес от СДЭКА: Ул. Пушкина, 33
 Инструкция от СДЭКА: Остановка площадь Победы",+7(906)4673700
SDEK_SPB419,Санкт-Петербург,Софийская улица,44,,,,,"
 Адрес от СДЭКА: ул. Софийская, 44
 Инструкция от СДЭКА: ул. Софийская, д.55",+7(800)7753553
SDEK_ALD1,Алдан,1-й квартал,9,,,,,"
 Адрес от СДЭКА: ул.1-й квартал, 9, 17
 Инструкция от СДЭКА: Метеостанция",+7(924)8994199
SDEK_KSO2,Красное Село,улица Массальского,4,,,,,"
 Адрес от СДЭКА: ул. Массальского, 4
 Инструкция от СДЭКА: ул. Массальского",+7(800)7753553
SDEK_XAB3,Хабаровск,улица Карла Маркса,96А,,,,,"
 Адрес от СДЭКА: ул. Карла Маркса, 96а
 Инструкция от СДЭКА: ул. Павленко",+7(421)2900406
SDEK_KOT2,Котово,улица Мира,155,,,,,"
 Адрес от СДЭКА: ул. Мира, 155
 Инструкция от СДЭКА: Кинотеатр «Космос»",+7(927)5015050
SDEK_BRZH3,Биробиджан,Советская улица,48,,,,,"
 Адрес от СДЭКА: ул. Советская, 48, 4
 Инструкция от СДЭКА: ТЦ Великан",+7(426)2270065
SDEK_PRM22,Пермь,улица Карбышева,41,,,,,"
 Адрес от СДЭКА: ул. Карбышева, 41
 Инструкция от СДЭКА: Барнаульская",+7(342)2582408
SDEK_SPB314,Санкт-Петербург,Туристская улица,26,,,,,"
 Адрес от СДЭКА: ул. Туристская, 26
 Инструкция от СДЭКА: ул. Туристская",+7(800)7753553
SDEK_TII1,рабочий посёлок Томилино,улица Гаршина,11,,,,,"
 Адрес от СДЭКА: ул. Гаршина, 11/3
 Инструкция от СДЭКА: ТЗПП",+7(929)5755597
SDEK_SHUSH10,посёлок Шушары,территория Ленсоветовский,23,,,,,"
 Адрес от СДЭКА: Территория Ленсоветовский, 23
 Инструкция от СДЭКА: пос. Ленсоветовский",+7(800)7753553
SDEK_STP6,Ступино,Пристанционная улица,6,,,,,"
 Адрес от СДЭКА: ул. Пристанционная, 6
 Инструкция от СДЭКА: СМК",+7(800)7753553
SDEK_SPB14,Санкт-Петербург,проспект Народного Ополчения,10,,,,,"
 Адрес от СДЭКА: пр-т Народного Ополчения, 10 лит.А, 226
 Инструкция от СДЭКА: ст.м. Ленинский проспект",+7(812)6794430
SDEK_YEKB101,посёлок Совхозный,Предельная улица,57,,6,,,"
 Адрес от СДЭКА: ул. Предельная, 57/6
 Инструкция от СДЭКА: Патра",+7(800)7753553
SDEK_SKB6,Славянск-на-Кубани,улица Ленина,73А,,,,,"
 Адрес от СДЭКА: ул. Ленина, 73А
 Инструкция от СДЭКА: ул. Троицкая",+7(800)7753553
SDEK_KHME12,Химки,Совхозная улица,16,,2,,,"
 Адрес от СДЭКА: ул. Совхозная, 16 корп. 2, Вход со стороны улицы
 Инструкция от СДЭКА: Совхозная улица,14",+7(499)4051556
SDEK_YEKB117,Екатеринбург,проспект Космонавтов,47,,,,,"
 Адрес от СДЭКА: пр-т Космонавтов, 47
 Инструкция от СДЭКА: пр-т Космонавтов",+7(932)1120188
SDEK_PRM32,Пермь,улица Косякова,14,,,,,"
 Адрес от СДЭКА: ул. Косякова, 14
 Инструкция от СДЭКА: НПО Искра",+7(342)2583510
SDEK_RND49,Ростов-на-Дону,Соборный переулок,52/29,,,,,"
 Адрес от СДЭКА: Пер. Соборный, 52/29
 Инструкция от СДЭКА: переулок Семашко",+7(863)3112050
SDEK_PRM59,Пермь,улица Адмирала Ушакова,55,,,,,"
 Адрес от СДЭКА: ул. Адмирала Ушакова, 55
 Инструкция от СДЭКА: ул.Волгодонская",+7(800)7753553
SDEK_ABK2,Абакан,проспект Дружбы Народов,2А,,,,,"
 Адрес от СДЭКА: Проспект Дружбы Народов, ДОМ 2А, СТРОЕНИЕ 1, ПОМЕЩЕНИЕ 7Н
 Инструкция от СДЭКА: Загс",+7(950)3040068
SDEK_SPB453,Санкт-Петербург,Гражданский проспект,80,,1,,,"
 Адрес от СДЭКА: Гражданский проспект, 80к1
 Инструкция от СДЭКА: Станция метро Академическая",+7(800)7753553
SDEK_NVR9,Новороссийск,улица Горького,91,,,,,"
 Адрес от СДЭКА: ул. Горького, 91
 Инструкция от СДЭКА: Остановка Сельпо",+7(900)2511441
SDEK_TYUM18,Тюмень,улица Республики,83,,,,,"
 Адрес от СДЭКА: ул. Республики, 83, 114
 Инструкция от СДЭКА: Максима Горького (в сторону сквера Немцова)",+7(345)2971388
SDEK_NVCH2,Новочебоксарск,улица Винокурова,35,,,,,"
 Адрес от СДЭКА: ул.Винокурова, 35
 Инструкция от СДЭКА: ""Кинотеатр ""Тетерин Фильм""",+7(835)2751717
SDEK_NTG14,Нижний Тагил,Черноисточинское шоссе,49,,,,,"
 Адрес от СДЭКА: Черноисточинское  ш., 49
 Инструкция от СДЭКА: ТРЦ Кит",+7(800)7753553
SDEK_SPB544,Санкт-Петербург,Пушкинская улица,20,,,,,"
 Адрес от СДЭКА: ул. Пушкинская улица, 20
 Инструкция от СДЭКА: Марата (Кузнечный пер.)",+7(800)7753553
SDEK_LPTS6,Липецк,Советская улица,64А,,,,,"
 Адрес от СДЭКА: Советская, 64 литер А5, помещение №8
 Инструкция от СДЭКА: пл. Победы (ул. Советская)",+7(900)5956565
SDEK_SAM54,село Лопатино,улица Дмитрия Донского,14,,,,,"
 Адрес от СДЭКА: ул. Дмитрия Донского, 14
 Инструкция от СДЭКА: ул. Дмитрия Донского",+7(800)7753553
SDEK_LYUB32,Люберцы,Красногорская улица,19,,1,,,"
 Адрес от СДЭКА: ул. Красногорская, 19к1
 Инструкция от СДЭКА: Митрофанова",+7(800)7753553
SDEK_MSK483,Москва,Рязанский проспект,101,,,,,"
 Адрес от СДЭКА: пр-т. Рязанский, 101 стр 5
 Инструкция от СДЭКА: Метро Выхино",+7(800)7753553
SDEK_MSK771,Москва,Вишнёвая улица,2/14,,,,,"
 Адрес от СДЭКА: ул. Вишнёвая, 2/14
 Инструкция от СДЭКА: Вишнёвая",+7(800)7753553
SDEK_PLK22,Подольск,Вокзальная улица,1,,,,,"
 Адрес от СДЭКА: ул. Вокзальная, 1
 Инструкция от СДЭКА: Станция Подольск",+7(902)9591985
SDEK_PET16,Петухово,Железнодорожная улица,33,,,,,"
 Адрес от СДЭКА: ул. Железнодорожная, 33А
 Инструкция от СДЭКА: Центральный рынок",+7(919)5944430
SDEK_SHAKH2,рабочий посёлок Шаховская,Комсомольская улица,1А,,,,,"
 Адрес от СДЭКА: ул. Комсомольская, 1а, 05
 Инструкция от СДЭКА: Автостанция Шаховская",+7(495)1478959
SDEK_SPB138,Санкт-Петербург,Комендантский проспект,31,,1,,,"
 Адрес от СДЭКА: Комендантский пр., 31/1
 Инструкция от СДЭКА: Универсам №59 (200м)",+7(812)4402206
SDEK_VLKH4,Волхов,Кировский проспект,47,,,,,"
 Адрес от СДЭКА: пр-т Кировский, 47
 Инструкция от СДЭКА: площадь Ленина",+7(962)6867861
SDEK_SLT6,Салават,улица Дзержинского,3,,,,,"
 Адрес от СДЭКА: ул. Дзержинского, 3
 Инструкция от СДЭКА: Автовокзал, Трамвай 250м",+7(347)6364040
SDEK_MSK940,Котельники,Кузьминская улица,19,,,,,"
 Адрес от СДЭКА: ул. Кузьминская, 19
 Инструкция от СДЭКА: Музей К.Г. Паустовского",+7(800)7753553
SDEK_MSK408,Москва,улица Пришвина,,,,,,"
 Адрес от СДЭКА: ул. Пришвина, 23Б
 Инструкция от СДЭКА: Метро Бибирево",+7(901)3384707
SDEK_SPB503,Санкт-Петербург,улица Коллонтай,30,,,,,"
 Адрес от СДЭКА: ул. Коллонтай, 30
 Инструкция от СДЭКА: Универсам",+7(800)7753553
SDEK_KOR6,Коркино,улица Сони Кривой,11,,,,,"
 Адрес от СДЭКА: ул. Сони Кривой, 11
 Инструкция от СДЭКА: Школа искусств",+7(351)2003656
SDEK_KRP4,Карпинск,улица Мира,68,,,,,"
 Адрес от СДЭКА: ул. Мира, 68
 Инструкция от СДЭКА: Универсам",+7(950)5507171
SDEK_TOM17,Томск,улица Павла Нарановича,10,,,,,"
 Адрес от СДЭКА: ул. Павла Нарановича, 10
 Инструкция от СДЭКА: «Бассейн» и «Зеленые горки»",+7(382)2609081
SDEK_MSK863,Москва,Бескудниковский бульвар,13,,,,,"
 Адрес от СДЭКА: Бескудниковский бульвар, 13
 Инструкция от СДЭКА: Бескудниковский пер.",+7(800)7753553
SDEK_MSK147,Москва,1-я Владимирская улица,29,,2,,,"
 Адрес от СДЭКА: ул.1я Владимирская, 29 корпус 2
 Инструкция от СДЭКА: Дворец творчества молодежи",+7(925)5993211
SDEK_NZHV4,Нижневартовск,Интернациональная улица,27,,,,,"
 Адрес от СДЭКА: ул.Интернациональная, 27, 1002
 Инструкция от СДЭКА: Ост. «Комсомольское озеро»",+7(346)6300096
SDEK_MSK485,Москва,Авиамоторная улица,47,,,,,"
 Адрес от СДЭКА: УЛ. АВИАМОТОРНАЯ, 47
 Инструкция от СДЭКА: Метро Авиамоторная",+7(800)7753553
SDEK_PRM30,Пермь,Холмогорская улица,4В,,,,,"
 Адрес от СДЭКА: ул. Холмогорская, 4В
 Инструкция от СДЭКА: ЖК Авиатор",+7(342)2748099
SDEK_SMF4,Симферополь,Киевская улица,88,,,,,"
 Адрес от СДЭКА: ул. Киевская, 88
 Инструкция от СДЭКА: Гагаринский Парк",+7(978)7745562
SDEK_NEK2,Москва,2-я Вольская улица,6,,,,,"
 Адрес от СДЭКА: ул. 2-я Вольская, 6
 Инструкция от СДЭКА: Дом культуры «Заречье», Некрасовка",+7(926)0205137
SDEK_OMS27,Омск,улица Дианова,15А,,,,,"
 Адрес от СДЭКА: ул. Дианова, 15А
 Инструкция от СДЭКА: ТК Оазис",+7(999)4531310
SDEK_PRT1,посёлок городского типа Пролетарий,Ленинградская улица,8,,,,,"
 Адрес от СДЭКА: ул. Ленинградская, 8
 Инструкция от СДЭКА: «Градусы всего мира»",+7(816)2681221
SDEK_MTN24,Москва,Пятницкое шоссе,21,,1,,,"
 Адрес от СДЭКА: Пятницкое шоссе, 21к1
 Инструкция от СДЭКА: РТС",+7(800)7753553
SDEK_SUR30,Сургут,улица Ивана Захарова,5,,,,,"
 Адрес от СДЭКА: ул. Ивана Захарова, 5
 Инструкция от СДЭКА: Инженерная",+7(929)2432777
SDEK_YELB3,Елабуга,проспект Нефтяников,12,,,,,"
 Адрес от СДЭКА: пр. Нефтяников, 12
 Инструкция от СДЭКА: 6-й микрорайон",+7(855)5731717
SDEK_GAL1,Галич,улица Свободы,28,,,,,"
 Адрес от СДЭКА: ул. Свободы, 28, 1
 Инструкция от СДЭКА: Школа №2",+7(915)9015901
SDEK_KSD116,Краснодар,улица Димитрова,105,,,,,"
 Адрес от СДЭКА: ул. Димитрова, 105
 Инструкция от СДЭКА: Кубанский государственный университет",+7(928)4124725
SDEK_SPB294,Санкт-Петербург,14-я линия Васильевского острова,35,,,,,"
 Адрес от СДЭКА: ул. 14-линия В.О., 35А, 3-Н
 Инструкция от СДЭКА: Ст. м. Василеостровская",+7(921)9070257
SDEK_PRM17,Пермь,улица Маршала Рыбалко,94,,,,,"
 Адрес от СДЭКА: ул. Маршала Рыбалко, 94
 Инструкция от СДЭКА: Кинотеатр «Рубин»",+7(342)2737720
SDEK_YESN4,Ессентуки,Большая Боргустанская улица,20,,,,,"
 Адрес от СДЭКА: ул. Большая Боргустанская, 20
 Инструкция от СДЭКА: Ветеран",+7(906)4672737
SDEK_MSK121,Москва,Таганрогская улица,11,,3,,,"
 Адрес от СДЭКА: ул. Таганрогская, 11 корп. 3
 Инструкция от СДЭКА: Новороссийская улица",+7(926)0474365
SDEK_SUR16,Сургут,улица Энгельса,11,,,,,"
 Адрес от СДЭКА: ул. Энгельса, 11
 Инструкция от СДЭКА: Мемориал Славы",+7(932)4039365
SDEK_BLD37,Белгород,Спортивная улица,1А,,,,,"
 Адрес от СДЭКА: ул. Спортивная, 1а
 Инструкция от СДЭКА: «Ресторан Лель»",+7(800)7753553
SDEK_RZHK2,Ряжск,улица Лермонтова,15В,,,,,"
 Адрес от СДЭКА: ул. Лермонтова, 15А
 Инструкция от СДЭКА: ул. Лермонтова",+7(910)6361354
SDEK_PRM9,Пермь,Рабоче-Крестьянская улица,12,,,,,"
 Адрес от СДЭКА: ул. Рабоче-Крестьянская, 6
 Инструкция от СДЭКА: Гипермаркет «Семья»",+7(342)2088777
SDEK_SLT7,Салават,улица Островского,67,,,,,"
 Адрес от СДЭКА: ул. Островского, 67
 Инструкция от СДЭКА: «Дом быта Аструм»",+7(917)3466925
SDEK_MSK686,Москва,Каширское шоссе,80,,,,,"
 Адрес от СДЭКА: Каширское шоссе, 80
 Инструкция от СДЭКА: Каширское шоссе, 84",+7(800)7753553
SDEK_MZHR4,Междуреченск,проспект Шахтёров,37,,,,,"
 Адрес от СДЭКА: пр-т. Шахтеров, 37
 Инструкция от СДЭКА: ул. Орджоникидзе",+7(384)7530097
SDEK_ORKH3,Орехово-Зуево,улица Ленина,15,,,,,"
 Адрес от СДЭКА: ул. Ленина, 15
 Инструкция от СДЭКА: Автовокзал Орехово-Зуево",+7(800)7753553
SDEK_NVR6,Новороссийск,улица Мурата Ахеджака,4,,,,,"
 Адрес от СДЭКА: ул. Мурата Ахеджака, 4
 Инструкция от СДЭКА: Остановка Южная (14-й микрорайон)",+7(900)2315159
SDEK_MSK505,Москва,Перервинский бульвар,21,,1,,,"
 Адрес от СДЭКА: Перервинский б-р., 21 корп. 1
 Инструкция от СДЭКА: Перервинский бульвар, 21",+7(495)6580098
SDEK_SAR31,Саратов,Волжская улица,18,,,,,"
 Адрес от СДЭКА: ул. Волжская, 18
 Инструкция от СДЭКА: ул. Некрасова /ул. Волжская",+7(800)7753553
SDEK_APR1,Апрелевка,Парковая улица,3,,,,,"
 Адрес от СДЭКА: ул. Парковая, 3
 Инструкция от СДЭКА: Парковая улица",+7(925)4820272
SDEK_RND68,Ростов-на-Дону,проспект 40-летия Победы,89,,,,,"
 Адрес от СДЭКА: пр-т 40-летия Победы, 89
 Инструкция от СДЭКА: пр-т 40 Лет Победы",+7(951)5085447
SDEK_ORN26,Оренбург,Туркестанская улица,2А,,,,,"
 Адрес от СДЭКА: ул. Туркестанская, 2А
 Инструкция от СДЭКА: ул. Туркестанская",+7(353)2323530
SDEK_BSK5,Бийск,улица Максима и Николая Казанцевых,58В,,,,,"
 Адрес от СДЭКА: ул. Казанцевых, 58В
 Инструкция от СДЭКА: Педагогический Университет",+7(983)3587979
SDEK_SPB106,Санкт-Петербург,проспект Маршала Блюхера,14,,,,,"
 Адрес от СДЭКА: пр-кт Маршала Блюхера, 14
 Инструкция от СДЭКА: Остановка Лабораторная улица",+7(812)3853313
SDEK_PST2,Пестово,улица Профсоюзов,22,,,,,"
 Адрес от СДЭКА: ул. Профсоюзов, 22
 Инструкция от СДЭКА: Напротив ул. Профсоюзов 2 (400 м)",+7(921)6955733
SDEK_TMB15,Тамбов,Советская улица,17,,,,,"
 Адрес от СДЭКА: Ул. Советская, 17
 Инструкция от СДЭКА: Первомайская площадь",+7(953)7184003
SDEK_MTSHCH10,Мытищи,улица Комарова,4,,,,,"
 Адрес от СДЭКА: ул. Комарова, 4
 Инструкция от СДЭКА: ул. Комарова",+7(800)7753553
SDEK_MOS1,Можайск,улица Желябова,31,,,,,"
 Адрес от СДЭКА: ул. Желябова, 31, 1
 Инструкция от СДЭКА: Можайск",+7(925)1040200
SDEK_AKS2,Аксай,проспект Ленина,12,,,,,"
 Адрес от СДЭКА: проспект Ленина, 12
 Инструкция от СДЭКА: Завод АКД (Рынок)",+7(988)2537426
SDEK_ZHKV9,Жуковский,улица Маяковского,22,,,,,"
 Адрес от СДЭКА: ул. Маяковского, 22
 Инструкция от СДЭКА: Дворец культуры, Больница",+7(926)5416102
SDEK_NKZ11,Новокузнецк,проспект Авиаторов,72,,,,,"
 Адрес от СДЭКА: пр-т. Авиаторов, 72
 Инструкция от СДЭКА: АТС",+7(950)2715002
SDEK_CHEL41,Челябинск,улица 50-летия ВЛКСМ,13,,,,,"
 Адрес от СДЭКА: ул. 50-летия ВЛКСМ, 13
 Инструкция от СДЭКА: Досуговый центр Импульс",+7(996)2300007
SDEK_SPB284,Санкт-Петербург,улица Стахановцев,14,,1,,,"
 Адрес от СДЭКА: ул. Стахановцев, 14, корп. 1
 Инструкция от СДЭКА: ул. Стахановцев",+7(964)3913513
SDEK_ZLN8,Зеленоград,,,,1812,,,"
 Адрес от СДЭКА: КОРПУС 1812, -
 Инструкция от СДЭКА: Детская поликлиника, Центр занятости населения",+7(925)0882926
SDEK_SMF17,Симферополь,улица Менделеева,6,,,,,"
 Адрес от СДЭКА: ул. Менделеева, 7/2
 Инструкция от СДЭКА: Пл.Советская или пл.Куйбышева",+7(978)6141600
SDEK_GOR6,деревня Горбунки,,5А,,,,,"
 Адрес от СДЭКА: Горбунки, 5А, пом.5
 Инструкция от СДЭКА: Птицефабрика",+7(812)9831230
SDEK_MSK100,Москва,Красностуденческий проезд,7,,,,,"
 Адрес от СДЭКА: ул. Красностуденческий проезд, 7
 Инструкция от СДЭКА: Тимирязевская монорельса",+7(965)1267177
